cv_edu,edu,cv_mun,mun,pob,pobreza_pct,pobreza_pob,extrema_pct,extrema_pob,moderada_pct,moderada_pob,vulnerables_c_pct,vulnerables_c_pob,vulnerables_i_pct,vulnerables_i_pob,rez_edu_pct,rez_edu_pob,rez_serv_salud_pct,rez_serv_salud_pob,rez_seg_social_pct,rez_seg_social_pob,rez_esp_viv_pct,rez_esp_viv_pob,rez_serv_viv_pct,rez_serv_viv_pob,rez_alim_pct,rez_alim_pob,ing_inf_bie_pct,ing_inf_bie_pob,ing_inf_min_pct,ing_inf_min_pob,gini,razon_ingreso
15,México,15102,Timilpan,"16,814",58.8,"9,890",14.0,"2,346",44.9,"7,544",35.4,"5,953",1.5,247,29.0,"4,881",22.3,"3,746",83.3,"14,012",13.3,"2,230",47.0,"7,903",40.5,"6,811",60.3,"10,138",22.2,"3,738",0.364,0.14
15,México,15103,Tlalmanalco,"46,104",41.7,"19,246",6.9,"3,184",34.8,"16,062",30.4,"14,001",7.1,"3,255",13.9,"6,387",24.4,"11,256",48.0,"22,122",23.7,"10,943",13.9,"6,406",26.5,"12,215",48.8,"22,501",13.6,"6,275",0.409,0.14
15,México,15104,Tlalnepantla de Baz,"694,838",30.8,"213,882",4.0,"27,619",26.8,"186,262",32.8,"227,718",7.1,"49,502",16.2,"112,444",32.2,"223,469",45.7,"317,306",9.9,"68,700",2.3,"15,970",22.6,"157,202",37.9,"263,384",8.3,"57,423",0.437,0.12
15,México,15105,Tlatlaya,"26,762",73.6,"19,706",34.9,"9,327",38.8,"10,379",24.7,"6,615",0.2,54,33.5,"8,967",13.6,"3,635",80.0,"21,402",21.6,"5,771",90.7,"24,268",44.5,"11,900",73.8,"19,761",45.0,"12,038",0.485,0.07
15,México,15106,Toluca,"976,245",41.8,"407,691",6.9,"66,938",34.9,"340,753",31.9,"311,304",5.3,"51,515",16.3,"159,254",32.1,"313,846",54.7,"533,915",6.8,"66,269",20.1,"195,944",33.7,"328,718",47.0,"459,206",12.2,"119,425",0.463,0.11
15,México,15107,Tonatico,"11,101",55.4,"6,153",11.2,"1,240",44.3,"4,913",36.4,"4,037",1.4,150,29.3,"3,248",12.3,"1,363",76.1,"8,450",8.7,970,48.4,"5,376",24.7,"2,747",56.8,"6,303",19.9,"2,209",0.425,0.10
15,México,15108,Tultepec,"88,740",47.5,"42,138",9.1,"8,051",38.4,"34,087",30.9,"27,401",6.4,"5,703",20.0,"17,751",49.0,"43,494",61.1,"54,203",14.0,"12,463",2.4,"2,119",34.4,"30,559",53.9,"47,841",15.2,"13,500",0.401,0.15
15,México,15109,Tultitlán,"591,603",33.7,"199,601",4.0,"23,824",29.7,"175,776",32.5,"192,189",8.3,"49,262",17.0,"100,529",33.6,"198,677",48.0,"284,108",7.6,"44,778",3.3,"19,662",25.4,"150,148",42.1,"248,862",8.8,"51,875",0.386,0.15
15,México,15110,Valle de Bravo,"56,425",58.3,"32,888",16.6,"9,347",41.7,"23,541",30.6,"17,256",2.4,"1,357",27.2,"15,330",26.9,"15,171",79.5,"44,876",23.5,"13,267",35.3,"19,939",36.6,"20,675",60.7,"34,244",23.9,"13,512",0.436,0.12
15,México,15111,Villa de Allende,"40,351",74.4,"30,016",33.5,"13,512",40.9,"16,504",23.0,"9,273",0.8,310,36.3,"14,664",29.0,"11,707",89.5,"36,100",31.6,"12,771",64.8,"26,152",55.7,"22,473",75.2,"30,326",42.9,"17,292",0.397,0.13
15,México,15112,Villa del Carbón,"36,925",66.8,"24,653",18.4,"6,811",48.3,"17,843",27.8,"10,258",1.4,506,30.6,"11,281",14.6,"5,380",88.1,"32,539",16.8,"6,187",43.2,"15,967",42.2,"15,576",68.1,"25,159",28.9,"10,690",0.381,0.14
15,México,15113,Villa Guerrero,"52,776",68.4,"36,086",18.3,"9,635",50.1,"26,451",27.4,"14,482",0.6,340,36.0,"18,998",26.9,"14,212",90.5,"47,756",15.6,"8,250",33.7,"17,803",40.3,"21,266",69.0,"36,426",30.7,"16,201",0.413,0.12
15,México,15114,Villa Victoria,"84,798",69.9,"59,246",29.0,"24,551",40.9,"34,695",27.4,"23,250",0.9,758,36.6,"31,063",28.6,"24,282",89.3,"75,757",19.4,"16,467",69.2,"58,694",52.4,"44,442",70.8,"60,004",37.6,"31,854",0.412,0.12
15,México,15115,Xonacatlán,"41,397",56.6,"23,418",9.5,"3,916",47.1,"19,502",28.7,"11,875",4.3,"1,799",19.0,"7,860",26.4,"10,932",75.8,"31,377",11.6,"4,783",13.0,"5,402",38.5,"15,918",60.9,"25,217",18.5,"7,651",0.382,0.14
15,México,15116,Zacazonapan,"3,627",64.3,"2,331",15.4,558,48.9,"1,773",27.4,993,2.3,83,32.3,"1,170",10.1,366,82.3,"2,984",14.0,509,34.3,"1,246",37.5,"1,361",66.6,"2,414",25.8,934,0.406,0.11
15,México,15117,Zacualpan,"12,603",73.1,"9,208",36.6,"4,618",36.4,"4,589",23.4,"2,946",0.8,99,38.3,"4,825",10.5,"1,327",79.3,"9,997",27.4,"3,458",82.2,"10,359",45.8,"5,774",73.8,"9,307",45.8,"5,769",0.471,0.09
15,México,15118,Zinacantepec,"156,024",58.5,"91,321",16.7,"26,114",41.8,"65,206",28.3,"44,082",4.3,"6,634",23.7,"36,935",28.6,"44,615",67.2,"104,860",20.4,"31,870",50.5,"78,772",42.3,"66,047",62.8,"97,955",22.7,"35,452",0.457,0.13
15,México,15119,Zumpahuacán,"11,252",84.1,"9,462",43.8,"4,926",40.3,"4,536",14.1,"1,581",0.5,53,37.1,"4,180",28.0,"3,155",91.5,"10,296",38.0,"4,279",67.6,"7,611",58.4,"6,576",84.6,"9,514",55.3,"6,227",0.440,0.08
15,México,15120,Zumpango,"130,982",49.8,"65,272",9.6,"12,534",40.3,"52,738",32.5,"42,525",6.1,"7,947",18.4,"24,161",47.1,"61,670",68.6,"89,879",8.2,"10,773",9.3,"12,162",29.8,"39,032",55.9,"73,220",18.0,"23,517",0.379,0.15
15,México,15121,Cuautitlán Izcalli,"571,923",25.6,"146,640",2.7,"15,371",23.0,"131,268",35.6,"203,838",7.6,"43,697",12.8,"73,254",31.3,"178,829",42.6,"243,620",7.5,"42,834",6.2,"35,422",20.0,"114,343",33.3,"190,336",6.1,"34,962",0.407,0.13
15,México,15122,Valle de Chalco Solidaridad,"230,056",58.3,"134,177",12.1,"27,942",46.2,"106,235",26.0,"59,791",6.4,"14,798",19.7,"45,312",50.0,"114,961",67.4,"155,021",27.0,"62,070",3.0,"6,885",32.2,"74,014",64.8,"148,975",21.8,"50,189",0.363,0.17
15,México,15123,Luvianos,"18,992",81.9,"15,557",44.7,"8,482",37.2,"7,074",15.4,"2,918",0.6,114,36.1,"6,848",11.6,"2,204",87.7,"16,658",31.0,"5,884",75.4,"14,328",55.9,"10,608",82.5,"15,670",54.9,"10,429",0.471,0.08
15,México,15124,San José del Rincón,"69,761",83.6,"58,331",47.3,"33,014",36.3,"25,316",15.9,"11,067",0.1,82,41.2,"28,725",20.6,"14,372",90.4,"63,039",34.8,"24,261",79.4,"55,371",57.0,"39,749",83.7,"58,413",58.9,"41,101",0.422,0.11
15,México,15125,Tonanitla,"12,180",52.0,"6,328",7.5,914,44.5,"5,415",29.8,"3,633",5.9,723,17.4,"2,124",30.8,"3,753",65.0,"7,922",11.7,"1,423",13.5,"1,643",34.2,"4,166",57.9,"7,051",16.1,"1,962",0.370,0.16
16,Michoacán,16001,Acuitzio,"9,236",70.8,"6,536",23.1,"2,131",47.7,"4,404",23.8,"2,201",1.9,175,32.3,"2,979",34.0,"3,139",88.2,"8,142",48.0,"4,435",42.3,"3,906",27.3,"2,522",72.7,"6,710",34.5,"3,185",0.420,0.11
16,Michoacán,16002,Aguililla,"10,249",76.6,"7,850",31.4,"3,214",45.2,"4,636",15.3,"1,566",2.5,260,41.8,"4,286",50.5,"5,172",83.4,"8,552",34.6,"3,542",32.0,"3,281",31.2,"3,197",79.1,"8,110",46.8,"4,801",0.471,0.08
16,Michoacán,16003,Álvaro Obregón,"20,670",63.0,"13,031",15.9,"3,285",47.2,"9,747",31.8,"6,571",1.9,401,37.7,"7,787",65.5,"13,536",85.6,"17,703",12.5,"2,575",37.4,"7,739",33.9,"7,004",65.0,"13,433",23.9,"4,933",0.372,0.14
16,Michoacán,16004,Angamacutiro,"14,606",60.9,"8,898",13.0,"1,904",47.9,"6,994",35.2,"5,141",1.3,196,40.8,"5,960",56.3,"8,229",86.4,"12,620",14.2,"2,073",25.4,"3,704",25.9,"3,779",62.3,"9,094",22.9,"3,349",0.415,0.09
16,Michoacán,16005,Angangueo,"15,817",57.9,"9,166",13.2,"2,084",44.8,"7,081",36.9,"5,841",1.4,224,24.7,"3,910",32.0,"5,066",77.7,"12,283",24.4,"3,852",61.8,"9,779",29.8,"4,717",59.4,"9,390",19.9,"3,155",0.389,0.14
16,Michoacán,16006,Apatzingán,"107,875",58.4,"63,007",13.1,"14,176",45.3,"48,830",29.3,"31,571",4.6,"4,935",32.6,"35,144",51.5,"55,538",78.3,"84,428",30.6,"33,048",13.7,"14,727",28.7,"30,919",63.0,"67,942",21.5,"23,154",0.391,0.13
16,Michoacán,16007,Aporo,"2,783",68.4,"1,903",20.3,564,48.1,"1,340",27.5,766,1.0,29,29.3,815,24.6,685,88.5,"2,462",21.1,586,50.2,"1,397",27.8,775,69.4,"1,932",36.0,"1,002",0.429,0.11
16,Michoacán,16008,Aquila,"14,677",78.8,"11,568",43.7,"6,420",35.1,"5,148",13.1,"1,920",4.0,593,39.5,"5,794",46.6,"6,846",73.0,"10,708",56.2,"8,251",56.7,"8,319",46.1,"6,771",82.9,"12,161",56.1,"8,237",0.449,0.10
16,Michoacán,16009,Ario,"35,361",64.0,"22,645",14.7,"5,181",49.4,"17,464",28.2,"9,984",4.2,"1,472",37.9,"13,416",30.4,"10,756",73.8,"26,103",42.2,"14,908",38.2,"13,505",29.1,"10,287",68.2,"24,117",25.3,"8,961",0.373,0.15
16,Michoacán,16010,Arteaga,"17,574",69.1,"12,138",30.4,"5,338",38.7,"6,799",19.1,"3,362",2.4,417,35.9,"6,314",28.6,"5,034",76.3,"13,406",44.3,"7,778",49.4,"8,674",34.2,"6,009",71.4,"12,555",41.3,"7,265",0.537,0.08
16,Michoacán,16011,Briseñas,"10,853",58.8,"6,385",8.9,965,49.9,"5,420",32.1,"3,485",4.1,449,32.5,"3,522",44.0,"4,780",80.2,"8,706",12.9,"1,404",10.3,"1,115",21.3,"2,311",63.0,"6,834",20.5,"2,220",0.379,0.15
16,Michoacán,16012,Buenavista,"42,014",62.4,"26,202",15.1,"6,325",47.3,"19,877",31.9,"13,386",2.2,917,43.7,"18,361",50.6,"21,245",82.2,"34,538",31.1,"13,048",24.5,"10,299",31.4,"13,206",64.5,"27,119",24.6,"10,322",0.399,0.15
16,Michoacán,16013,Carácuaro,"7,269",80.8,"5,877",38.0,"2,760",42.9,"3,117",15.3,"1,114",1.2,85,39.0,"2,831",17.4,"1,262",86.5,"6,288",37.7,"2,741",68.1,"4,947",41.3,"3,004",82.0,"5,962",51.9,"3,770",0.485,0.08
16,Michoacán,16014,Coahuayana,"14,135",65.3,"9,232",16.5,"2,331",48.8,"6,901",28.7,"4,052",2.3,318,34.8,"4,925",19.7,"2,790",85.2,"12,048",26.2,"3,703",36.2,"5,119",39.6,"5,597",67.6,"9,550",27.3,"3,864",0.395,0.14
16,Michoacán,16015,Coalcomán de Vázquez Pallares,"16,603",64.8,"10,766",20.1,"3,331",44.8,"7,436",26.9,"4,462",3.4,559,45.1,"7,488",51.7,"8,582",84.1,"13,962",32.9,"5,457",48.6,"8,074",37.1,"6,163",68.2,"11,325",27.9,"4,634",0.409,0.12
16,Michoacán,16016,Coeneo,"19,203",58.2,"11,180",13.7,"2,628",44.5,"8,552",34.8,"6,682",2.2,422,41.4,"7,953",76.9,"14,762",78.2,"15,009",19.8,"3,804",22.7,"4,356",20.9,"4,016",60.4,"11,602",22.5,"4,320",0.394,0.14
16,Michoacán,16017,Contepec,"27,309",74.5,"20,356",24.9,"6,797",49.7,"13,559",21.7,"5,916",2.0,547,37.3,"10,195",42.2,"11,511",85.6,"23,373",23.5,"6,430",37.1,"10,129",36.6,"9,983",76.5,"20,902",42.7,"11,650",0.419,0.12
16,Michoacán,16018,Copándaro,"9,771",62.2,"6,082",13.0,"1,266",49.3,"4,815",33.4,"3,263",1.1,110,32.6,"3,189",22.5,"2,202",85.9,"8,396",20.1,"1,963",26.8,"2,622",34.5,"3,375",63.4,"6,191",24.3,"2,373",0.374,0.16
16,Michoacán,16019,Cotija,"16,556",62.2,"10,303",12.0,"1,990",50.2,"8,313",30.3,"5,020",2.5,410,41.1,"6,808",32.7,"5,412",82.7,"13,684",15.0,"2,486",20.0,"3,309",22.5,"3,719",64.7,"10,713",23.7,"3,928",0.408,0.12
16,Michoacán,16020,Cuitzeo,"24,907",66.8,"16,638",16.4,"4,090",50.4,"12,548",28.3,"7,056",1.9,477,41.7,"10,394",55.7,"13,883",88.1,"21,940",26.3,"6,557",28.8,"7,172",29.5,"7,358",68.7,"17,116",24.8,"6,173",0.366,0.15
